location,bhk,total_sqft,bath,price
Lhajb,1,1183,1,877965
Lhajb,5,3026,4,1443498
Lhajb,6,3396,4,1816998
Lhajb,6,3226,4,1667583
Lhajb,6,2720,4,1395529
Lhajb,5,2542,4,1219861
Lhajb,5,3453,3,1438300
Lhajb,4,1461,2,850077
Lhajb,6,3251,3,1594712
Lhajb,3,1655,3,802671
Lhajb,2,754,1,626139
Khouribga,5,3432,4,1659335
Khouribga,6,2630,3,1243556
Khouribga,5,2919,4,1422746
Khouribga,6,2680,3,1396615
Khouribga,4,1591,2,768667
Khouribga,3,1579,2,918784
Khouribga,2,907,2,428051
Khouribga,5,2790,4,1392036
Khouribga,4,1478,1,898302
Khouribga,5,2706,4,1359277
Khouribga,6,3223,3,1860050
Khouribga,4,1770,3,708460
Khouribga,6,3208,4,1757375
Khouribga,1,1072,2,502820
Khouribga,5,2817,4,1241886
Khouribga,6,3027,3,1563726
Khouribga,6,2626,4,1393701
Khouribga,5,3406,3,1527609
Khouribga,3,2217,2,958469
Khouribga,6,3142,3,1417257
Khouribga,5,2959,4,1192098
Khouribga,4,2341,2,1088660
Khouribga,6,3298,4,1680770
Khouribga,6,3461,4,1542308
Khouribga,5,2533,3,1386154
Khouribga,4,1521,2,859463
Khouribga,5,2577,4,1398207
Khouribga,2,1284,2,706519
Khouribga,5,2632,3,1302722
Khouribga,5,2811,4,1438950
Khouribga,1,1214,1,770129
Khouribga,5,3056,4,1542217
Khouribga,1,1096,2,590608
Khouribga,1,1241,2,696104
Khouribga,5,3333,4,1676138
Khouribga,2,1019,1,583783
Khouribga,4,2125,2,950810
Khouribga,5,3064,3,1878818
Khouribga,6,2935,4,1203291
Khouribga,2,1273,2,857823
Khouribga,4,1455,2,888596
Khounifra,4,1463,1,730405
Khounifra,3,2188,2,1094446
Khounifra,3,1650,2,690703
Khounifra,1,853,1,586859
Khounifra,1,930,2,528302
Khounifra,6,3476,3,1866247
Khounifra,5,3369,4,1485764
Khounifra,5,2778,4,1184997
Khounifra,6,3030,3,1813488
Khounifra,2,1021,2,504065
Khounifra,5,2448,4,1244415
Khounifra,4,1419,1,737092
Khounifra,3,2084,3,1069568
Khounifra,5,3217,4,1799555
Khounifra,1,880,2,594317
Khounifra,3,1346,1,684850
Khounifra,2,1249,1,695437
Khounifra,4,1785,3,907699
Khounifra,5,2718,3,1423645
Khounifra,3,1652,2,815494
Khounifra,3,2015,2,1180379
Khounifra,5,3441,4,1722832
Khounifra,6,2687,4,1421528
Khounifra,4,1531,3,934783
Khounifra,5,3331,3,1495817
Khounifra,1,954,1,497391
Khounifra,3,1469,2,720686
Khounifra,6,3471,4,1738575
Khounifra,4,1577,2,935224
Khounifra,1,1248,2,927388
Khounifra,6,3186,3,1451002
Khounifra,6,3314,3,1871605
Khounifra,3,1852,2,1009998
Khounifra,6,2437,3,1392290
Khounifra,5,3219,3,1492163
Khounifra,3,1606,2,838741
Khounifra,5,2593,4,1240373
Khounifra,3,2092,3,1023034
Khounifra,3,1396,1,787778
Khounifra,4,1605,3,791146
Khounifra,1,936,2,563379
Khounifra,6,2931,4,1331773
Khounifra,6,2462,4,1197556
Khounifra,3,1702,3,869226
Khounifra,4,2164,3,951757
Khounifra,4,1733,3,831089
Khounifra,3,1845,3,1034580
Khounifra,6,2787,3,1428026
Khounifra,5,2961,4,1170955
Khounifra,3,2383,2,984841
Khounifra,6,3170,4,1488558
Khounifra,2,918,2,684870
Khounifra,6,3381,4,1855316
Khounifra,5,2843,4,1348870
Khounifra,1,1108,1,831375
Bjaad,4,1844,3,1024810
Bjaad,3,2202,3,1115956
Bjaad,5,2892,4,1252951
Bjaad,4,2321,2,973527
Bjaad,3,1500,2,731355
Bjaad,4,1367,2,685216
Bjaad,6,2865,4,1129315
Bjaad,5,2721,4,1403379
Bjaad,4,2259,3,975981
Bjaad,2,813,2,678091
Settat,2,761,1,565894
Settat,5,2828,3,1219384
Settat,5,3485,3,1896460
Settat,2,1114,2,938748
Settat,5,3373,3,1435520
Settat,4,2354,2,1004248
Settat,5,3166,4,1822087
Settat,5,2433,3,1184519
Settat,1,790,1,654452
Settat,3,1730,2,826077
Settat,4,1606,2,772198
Settat,5,2793,4,1389946
Settat,5,2544,4,1181159
Settat,4,1797,2,810513
Settat,1,1061,2,444317
Settat,3,2112,3,1064918
Settat,4,1786,2,691809
Settat,1,1013,2,457520
Settat,6,3220,4,1772371
Settat,6,2537,3,1382279
Settat,5,2497,4,1237349
Settat,3,1751,2,772205
Settat,5,3241,4,1454012
Settat,3,1957,2,1034813
Settat,6,3047,4,1681795
Settat,5,2845,3,1225874
Settat,3,2347,3,1186636
Settat,5,2870,4,1276760
Settat,6,2977,3,1432000
Settat,4,2295,3,920942
Settat,6,3296,3,1402601
Settat,1,766,2,460951
Settat,3,1526,3,810947
Settat,1,891,1,523239
Settat,5,2512,3,1206552
Settat,3,1365,2,814698
Settat,5,2724,3,1173269
Settat,6,2828,3,1189085
Settat,4,1772,2,742682
Settat,2,850,2,695469
Settat,6,2449,3,1184626
Settat,3,1399,2,852229
Settat,3,1505,2,766811
Settat,6,3275,3,1579887
Settat,4,1750,2,867773
Settat,6,3060,4,1744916
Settat,5,3301,4,1624943
Settat,5,2894,4,1431800
Settat,1,978,1,429152
Settat,1,781,2,669190
Settat,5,3127,3,1428743
Settat,4,2030,2,942138
Settat,1,1105,2,856307
Settat,3,2211,3,1015180
Settat,3,1579,3,716295
Settat,6,2838,4,1316403
Settat,6,2630,4,1336968
Settat,2,1214,1,919658
Settat,3,2111,3,1124133
Settat,5,2426,3,1131121
Settat,1,1294,2,870363
Settat,3,1771,3,725813
Settat,3,1494,1,724608
Settat,3,2157,3,1139714
Settat,6,3373,3,1606164
Settat,5,3135,3,1597337
Settat,4,1830,3,1086245
Settat,6,3219,3,1409538
Settat,4,1928,3,1185414
Settat,2,1204,1,890335
Settat,1,925,2,680411
Settat,4,1841,3,1035255
Settat,3,1783,2,812592
Settat,5,2643,3,1136338
Settat,6,2516,4,1302650
Settat,5,2412,3,1322600
Settat,3,1510,2,891823
Settat,3,2004,3,1005209
Settat,4,1690,2,816705
Settat,1,881,2,457052
Settat,4,1332,2,698774
Settat,6,3223,3,1889657
Settat,4,1615,3,697717
Settat,3,2170,2,1177849
Settat,4,2167,3,996448
Settat,5,3473,3,1541628
Settat,5,2846,4,1174453
Settat,2,1038,1,510108
Settat,4,1856,3,976589
Settat,3,2323,3,1185562
Settat,6,2679,3,1268698
Settat,5,2464,3,1386819
Settat,4,2337,2,1182518
Settat,5,3190,3,1877867
Settat,3,2355,2,992846
Settat,5,2857,3,1181211
Settat,2,1116,1,738354
Settat,1,891,2,659083
Settat,5,2664,4,1258313
Berrched,1,765,2,590133
Berrched,6,2645,4,1125653
Berrched,5,3251,3,1404947
Berrched,3,1392,2,841928
Berrched,6,2501,4,1289775
Berrched,5,2769,4,1289252
Berrched,1,949,2,436698
Berrched,3,2113,2,1011981
Berrched,6,3423,4,1825614
Berrched,3,1640,3,924537
Berrched,4,2358,2,928296
Berrched,4,1630,3,823876
Berrched,6,2520,3,1302671
Berrched,2,1138,2,942580
Berrched,4,2015,2,1071280
Berrched,4,2259,3,1090154
Berrched,2,913,2,688835
Berrched,5,2446,3,1154588
Berrched,3,1422,1,873118
Berrched,3,1810,3,1093855
Berrched,4,2349,2,1155373
Berrched,4,1643,3,909047
Berrched,3,1634,2,822167
Berrched,6,2661,4,1421321
Berrched,5,3393,4,1635066
Berrched,2,1100,2,536324
Berrched,1,942,2,609707
Berrched,4,1677,3,774606
Berrched,3,2077,3,946275
Berrched,5,2460,4,1211370
Berrched,6,2995,3,1134270
Berrched,1,1100,1,469235
Berrched,3,1367,2,913156
Berrched,6,2482,4,1426632
Berrched,5,3158,3,1851745
Berrched,1,1028,1,468520
Berrched,4,1991,2,1176628
Berrched,6,3486,3,1575895
Berrched,5,3111,3,1506182
Azilal,1,1252,1,780914
Azilal,5,2978,4,1219677
Azilal,2,976,2,524594
Azilal,3,1903,2,947539
Azilal,3,1565,2,770761
Azilal,1,797,2,629186
Azilal,1,1229,2,929056
Azilal,2,994,1,431020
Azilal,6,2880,3,1319918
Azilal,4,1994,3,1139434
Azilal,5,3087,3,1625936
Azilal,6,3018,3,1423189
Azilal,5,3188,4,1871327
Azilal,6,2562,3,1161681
Azilal,5,3435,3,1700186
Azilal,5,2565,3,1167783
Marrakech,2,861,1,643888
Marrakech,3,2072,3,1161892
Marrakech,3,2301,3,1111620
Marrakech,2,795,2,621036
Marrakech,1,782,2,500361
Marrakech,3,1471,2,796884
Marrakech,5,3084,4,1652374
Marrakech,3,1999,2,980430
Marrakech,4,1443,2,779251
Marrakech,1,1056,2,635531
Marrakech,6,3341,4,1835378
Marrakech,6,2974,3,1146576
Marrakech,1,788,1,466669
Marrakech,4,1707,3,779720
Marrakech,3,1580,3,778938
Marrakech,4,1717,2,764291
Marrakech,3,1608,2,750440
Marrakech,3,1460,2,753969
Marrakech,4,2345,3,1024752
Marrakech,1,1259,1,925844
Marrakech,6,2737,4,1395939
Marrakech,4,1576,2,699924
Marrakech,3,2031,3,1161424
Marrakech,5,2937,4,1320313
Marrakech,3,2141,3,930307
Marrakech,6,2735,3,1409568
Marrakech,6,3209,3,1723710
Marrakech,1,1176,2,825826
Marrakech,5,3008,4,1470964
Marrakech,3,1915,3,1083982
Marrakech,2,761,2,510473
Marrakech,2,878,1,591816
Marrakech,2,1160,1,746723
Marrakech,6,3188,4,1600556
Marrakech,3,1737,2,763176
Marrakech,6,2546,3,1348029
Marrakech,2,809,1,535410
Marrakech,4,1997,2,1185253
Marrakech,4,1581,3,858195
Marrakech,4,1482,2,831055
Marrakech,2,764,2,408520
Marrakech,1,1104,1,898380
Marrakech,5,3289,3,1692884
Marrakech,6,3071,3,1443366
Marrakech,4,2218,2,1010692
Marrakech,3,1362,1,841427
Marrakech,3,1827,2,1128295
Marrakech,2,967,2,508437
Marrakech,4,2069,2,945631
Marrakech,4,2320,2,996474
Marrakech,3,1381,2,806930
Marrakech,5,2705,3,1189431
Marrakech,3,1749,2,763060
Marrakech,4,1884,2,1092821
Marrakech,3,2287,2,1128427
Marrakech,3,1507,3,828878
Marrakech,2,1074,1,680769
Marrakech,6,3190,4,1457356
Marrakech,5,2991,4,1234139
Marrakech,6,3289,4,1419292
Marrakech,4,1809,2,1037620
Marrakech,3,1667,2,763341
Marrakech,2,829,2,437973
Marrakech,1,1289,1,803050
Marrakech,5,3058,3,1462033
Marrakech,6,2708,3,1272780
Marrakech,5,2683,4,1387826
Marrakech,3,2271,2,1071585
Marrakech,5,2612,4,1263627
Marrakech,2,1076,2,491408
Marrakech,5,3324,3,1683754
Marrakech,3,2286,2,926254
Marrakech,5,2976,4,1446273
Marrakech,4,2207,3,963798
Marrakech,6,2786,4,1414779
Marrakech,6,2913,3,1254618
Marrakech,4,2070,2,1159777
Marrakech,5,2521,3,1449446
Marrakech,3,2319,2,991947
Marrakech,3,2314,3,1176753
Marrakech,2,1054,2,626539
Marrakech,6,2730,3,1312082
Marrakech,6,2902,4,1150221
Marrakech,2,871,1,413583
Marrakech,4,2359,3,1082055
Marrakech,1,1247,1,918225
Marrakech,3,1829,2,981647
Marrakech,2,1249,2,779517
Marrakech,6,3200,3,1848210
Marrakech,4,1432,1,691146
Marrakech,5,2791,3,1215951
Marrakech,1,980,2,613954
Marrakech,4,1969,2,961859
Marrakech,3,2056,3,1171602
Marrakech,6,2466,4,1413422
Marrakech,6,3020,4,1614415
Marrakech,5,3230,4,1672253
Marrakech,3,2067,3,1021416
Marrakech,6,3281,4,1578860
Tanger,3,1727,3,865451
Tanger,3,1314,1,693849
Tanger,5,2834,4,1438750
Tanger,3,1842,2,1020608
Tanger,5,3262,3,1672979
Tanger,5,3036,3,1614473
Tanger,3,2029,3,1111624
Tanger,6,3055,3,1461532
Tanger,4,1896,3,942299
Tanger,4,1623,3,726702
Tanger,3,2186,3,1050590
Tanger,4,2008,2,1110612
Tanger,6,2715,3,1368552
Tanger,4,1881,3,945283
Tanger,2,1133,2,879313
Tanger,3,2199,3,1056435
Tanger,6,2956,4,1253718
Tanger,5,3157,3,1759345
Tanger,4,2400,2,1111754
Tanger,4,1924,3,1026921
Tanger,6,2489,4,1168814
Tanger,1,1118,2,921459
Tanger,3,1411,1,731074
Tanger,6,3338,3,1867295
Tanger,3,1928,3,1015173
Tanger,3,1394,1,778141
Tanger,5,2577,4,1143507
Tanger,5,2919,3,1153082
Tanger,1,777,1,585559
Tanger,6,2547,3,1253893
Tanger,5,3125,3,1480661
Tanger,5,2607,3,1194909
Tanger,5,2516,3,1346225
Tanger,4,1794,2,812771
Tanger,4,1862,2,1006496
Tanger,6,2812,4,1114651
Tanger,4,2133,3,1155665
Tanger,6,2735,4,1391711
Tanger,3,1860,3,957833
Tanger,4,1814,3,1038130
Tanger,3,1818,3,992679
Tanger,6,3171,3,1715862
Tanger,4,1852,3,959409
Tanger,3,1753,3,807376
Tanger,5,2744,4,1243913
Tanger,2,793,2,414126
Tanger,3,1832,3,923370
Tanger,6,3170,3,1717991
Tanger,6,3097,4,1790200
Tanger,3,2299,2,1116531
Tanger,4,1330,1,893414
Tanger,6,2762,3,1279499
Tanger,6,2787,4,1280096
Tanger,4,2053,3,1083272
Tanger,4,2099,3,1025264
Tanger,4,2372,3,1086358
Tanger,6,3342,4,1681846
Tanger,2,1280,2,755954
Tanger,1,1264,2,927654
Tanger,1,886,1,672003
Tanger,4,1916,2,1117704
Tanger,1,858,2,494598
Tanger,4,2361,3,973845
Tanger,5,3063,4,1679878
Tanger,5,2415,3,1128816
Tanger,6,2878,3,1280248
Tanger,6,2981,4,1344642
Tanger,3,1939,2,1131365
Tanger,5,3484,3,1416689
Tanger,5,3186,4,1592485
Tanger,2,1204,2,912604
Tanger,4,1751,3,807693
Tanger,3,2216,2,1051166
Tanger,2,1087,2,531804
Tanger,5,2961,3,1251794
Tanger,3,1557,3,860703
Tanger,1,872,2,696502
Tanger,6,3363,3,1448985
Tanger,6,3148,3,1557427
Tanger,3,2237,2,989746
Tanger,2,1290,1,909089
Tanger,5,2575,4,1386538
Tanger,4,1420,1,697459
Tanger,2,988,1,563419
Tanger,4,1541,2,905950
Tanger,6,3053,3,1771291
Tanger,4,2094,2,1066404
Tanger,4,1971,2,1113825
Tanger,4,2008,3,1167308
Tanger,5,2783,4,1448702
Tanger,5,3323,3,1636103
Tanger,6,2554,3,1263565
Tanger,3,1390,2,904515
Tanger,3,2255,3,1001043
Tanger,5,2747,3,1259258
Tanger,4,1983,2,1067693
Tanger,3,2154,3,1003239
Tanger,6,3200,4,1775408
Tanger,3,1674,3,744694
Tanger,3,2205,2,1052076
Kentitra,6,2727,4,1334533
Kentitra,5,2563,4,1296440
Kentitra,2,1113,2,930035
Kentitra,2,1192,2,888477
Kentitra,2,1141,1,867246
Kentitra,3,1696,3,796163
Kentitra,6,3290,3,1827050
Kentitra,5,2457,4,1188124
Kentitra,5,2479,4,1248177
Kentitra,6,2684,4,1162265
Kentitra,5,3494,4,1615655
Kentitra,3,1657,2,828615
Kentitra,4,1892,3,1086563
Kentitra,1,945,2,638294
Kentitra,3,1851,3,974446
Kentitra,2,1086,2,422221
Kentitra,5,3220,3,1403293
Kentitra,3,2399,2,1090816
Kentitra,3,2255,2,1185282
Kentitra,6,2672,3,1414545
Kentitra,6,3334,4,1804465
Kentitra,3,1677,2,856751
Kentitra,3,2039,3,1169936
Kentitra,1,1129,1,785160
Kentitra,4,1857,3,929731
Kentitra,6,3293,4,1692219
Kentitra,6,3002,4,1769118
Kentitra,5,2500,4,1244004
Kentitra,4,2005,3,1130823
Kentitra,5,2598,4,1111010
Kentitra,3,1408,2,888401
Kentitra,4,1971,3,1046907
Kentitra,4,1885,2,1118070
Kentitra,1,1019,1,633045
Kentitra,5,2935,3,1355413
Kentitra,5,3069,3,1441646
Kentitra,2,932,1,413158
Kentitra,1,1075,1,673919
Kentitra,6,3137,3,1832638
Kentitra,3,1835,3,987765
Kentitra,6,3236,3,1755146
Kentitra,5,3436,4,1634798
Kentitra,6,3161,4,1474399
Kentitra,5,3142,4,1516482
Kentitra,5,3230,4,1534455
Kentitra,4,1500,1,935756
Kentitra,3,1308,1,766129
Kentitra,3,1494,2,767040
Kentitra,5,3309,4,1479319
Kentitra,4,1804,3,928437
Kentitra,4,1706,2,707343
Kentitra,5,3108,3,1794640
Kentitra,5,2547,3,1254913
Kentitra,3,1709,3,798107
Kentitra,4,1765,3,890591
Kentitra,3,2122,2,1058424
Kentitra,6,2665,3,1282724
Kentitra,5,3003,4,1870659
Kentitra,4,1855,2,988412
Kentitra,4,2035,2,1108513
Kentitra,3,2017,2,1004669
Kentitra,5,3091,4,1619079
Kentitra,3,1622,3,927485
Kentitra,4,2132,3,1019862
Kentitra,5,2766,3,1287746
Kentitra,6,2584,3,1444494
Kentitra,2,750,2,574769
Kentitra,1,1192,1,858924
Kentitra,3,1351,1,902383
Kentitra,5,2949,4,1287910
Kentitra,1,1225,2,760388
Kentitra,5,3031,3,1698969
Kentitra,5,2508,3,1284782
Kentitra,4,2165,2,1056666
Kentitra,3,1673,2,880707
Kentitra,5,3310,3,1633779
Kentitra,4,2100,3,1094029
Kentitra,6,3170,3,1615799
Kentitra,4,1522,3,683824
Kentitra,1,819,2,616546
Kentitra,2,1197,2,940286
Kentitra,5,3384,3,1768240
Kentitra,6,2517,4,1314999
Kentitra,6,3476,3,1495296
Kentitra,3,1348,2,742151
Kentitra,3,2129,2,990527
Kentitra,4,2203,2,1032622
Kentitra,3,1708,2,932981
Kentitra,5,2956,3,1396975
Kentitra,2,909,1,486103
Kentitra,4,1593,3,777440
Kentitra,2,1019,2,696433
Kentitra,5,2467,3,1418736
Kentitra,4,1539,2,715343
Kentitra,4,2108,3,970948
Kentitra,1,1187,1,868711
Kentitra,1,1069,2,631545
Kentitra,6,2688,4,1278588
Kentitra,2,1124,1,893945
Kentitra,5,2530,3,1141095
Ifran,4,1713,2,741221
Ifran,4,2119,2,1084998
Ifran,4,2267,2,995866
Ifran,3,1690,2,804787
Ifran,1,967,1,646230
Ifran,5,2977,4,1176698
Ifran,5,3297,4,1830459
Ifran,4,1352,1,826400
Ifran,6,2888,4,1183314
Ifran,6,3265,4,1846389
Ifran,3,1660,2,902592
Ifran,3,1676,2,869552
Ifran,6,3064,3,1700948
Ifran,5,3414,4,1741130
Ifran,4,1338,2,709937
Ifran,3,1674,2,853076
Ifran,6,3157,3,1813667
Ifran,6,3366,4,1750793
Ifran,2,1055,1,464887
Ifran,1,1165,1,693912
Ifran,6,2872,3,1216653
Ifran,6,2977,3,1287302
Ifran,6,2814,4,1333770
Ifran,4,2270,2,1180159
Ifran,4,1433,1,813416
Ifran,4,1821,3,1115105
Ifran,4,1784,2,943119
Ifran,4,1336,2,943736
Ifran,5,2744,3,1213307
Ifran,4,1929,3,1003097
Ifran,3,2136,3,975713
Ifran,4,1574,3,747164
Ifran,4,2084,2,1088150
Ifran,5,2757,4,1221675
Ifran,4,1835,2,1017230
Ifran,4,1946,2,1092290
Ifran,2,779,1,594562
Ifran,4,2083,3,1096298
Ifran,4,1951,2,928696
Ifran,6,2595,3,1313571
Ifran,3,2368,3,1110248
Ifran,2,996,2,611396
Ifran,1,1152,1,699221
Ifran,2,941,2,528029
Ifran,6,3089,4,1794959
Ifran,6,3047,3,1630492
Ifran,3,2079,3,1092675
Ifran,5,3139,4,1781258
Ifran,6,2699,3,1427865
Ifran,6,2515,4,1424864
Safi,5,2473,4,1242141
Safi,1,1203,2,737489
Safi,6,3067,4,1742652
Safi,6,2805,3,1382234
Safi,3,2316,3,939052
Safi,4,1533,2,743966
Safi,1,994,1,574115
Safi,4,2217,2,1164692
Safi,3,1809,3,1037563
Safi,5,2785,4,1249487
Safi,4,1829,2,1175444
Safi,6,2578,3,1184556
Safi,3,1796,2,684968
Safi,5,2777,3,1133959
Safi,4,2022,2,937502
Safi,6,2447,3,1392406
Safi,5,3143,3,1431177
Safi,3,1913,3,1193830
Safi,4,2134,2,924624
Safi,4,1637,3,784350
Safi,1,936,1,678141
Safi,6,3166,3,1711532
Safi,4,2124,2,952662
Safi,3,2233,2,925966
Safi,1,911,2,638373
Safi,5,3015,3,1524694
Safi,4,2018,2,920176
Safi,5,3288,3,1570618
Safi,5,2507,3,1300585
Safi,3,1490,1,771897
Safi,4,1466,1,705515
Safi,5,3006,3,1403551
Safi,5,2483,4,1432994
Safi,2,1258,2,897296
Safi,3,1323,1,690665
Safi,6,3271,4,1409529
Safi,6,3062,4,1865198
Safi,6,2708,3,1284398
Safi,6,2414,4,1272423
Safi,5,3157,3,1418196
Safi,2,1250,2,879234
Safi,4,1497,1,708271
Safi,3,1897,2,1160394
Safi,3,1677,3,686571
Safi,4,2119,3,931191
Safi,5,2949,3,1217216
Safi,6,3038,4,1488790
Safi,5,3395,4,1642098
Safi,5,3187,3,1657583
Safi,3,1440,1,810543
Berrched,5,3161,3,1705580
Berrched,3,1398,1,906863
Berrched,4,2377,3,1008251
Berrched,4,2238,2,1001230
Berrched,6,2677,4,1296138
Berrched,5,2849,4,1373134
Berrched,3,2145,2,1114247
Berrched,4,1784,3,891203
Berrched,6,2822,3,1267813
Berrched,3,1313,1,697346
Berrched,4,1816,2,1143263
Berrched,6,2986,4,1124039
Berrched,4,1574,2,943918
Berrched,2,947,1,414746
Berrched,4,2235,3,1123286
Berrched,6,3003,3,1823083
Berrched,6,2779,3,1120693
Berrched,3,1644,2,869143
Berrched,6,2888,3,1167004
Berrched,3,1747,3,687779
Berrched,6,2942,3,1195036
Berrched,4,1563,3,831094
Berrched,4,2171,2,1078519
Berrched,4,2351,2,1149230
Berrched,5,3432,4,1640048
Berrched,6,3484,4,1752557
Berrched,4,1729,2,876624
Berrched,4,1786,3,924189
Berrched,2,979,2,444196
Berrched,6,3318,4,1896761
Berrched,2,1117,1,803707
Berrched,5,2505,3,1343886
Berrched,2,864,1,521049
Berrched,6,2839,3,1280775
Berrched,5,3060,4,1439649
Berrched,2,864,2,661635
Berrched,6,2787,4,1291188
Berrched,3,2367,3,1126102
Berrched,4,1801,3,1182555
Berrched,4,1847,3,1074262
Berrched,4,2160,3,1065132
Berrched,1,1062,2,512033
Berrched,5,2755,4,1264123
Berrched,3,2115,3,989325
Berrched,3,2086,3,946721
Berrched,4,1987,3,1006003
Berrched,6,2449,3,1359517
Berrched,3,1657,3,865092
Berrched,6,2481,3,1324022
Berrched,2,764,1,429014
Berrched,5,2418,4,1315993
Berrched,5,2571,3,1407716
Berrched,4,1928,3,1011454
Berrched,2,1032,1,604423
Berrched,2,1152,1,810120
Berrched,3,1768,2,825898
Berrched,6,2412,3,1285252
Berrched,5,2990,3,1340889
Berrched,2,766,2,446814
Casablanca,6,3369,3,1783698
Casablanca,5,3226,3,1530001
Casablanca,4,1478,1,774201
Casablanca,2,916,1,643904
Casablanca,4,2184,2,955552
Casablanca,2,1094,2,558869
Casablanca,4,1475,1,748278
Casablanca,3,1596,3,726335
Casablanca,2,1234,2,877098
Casablanca,6,2883,3,1389438
Casablanca,5,3360,3,1660588
Casablanca,5,3385,3,1490699
Casablanca,5,2874,3,1122727
Casablanca,5,2791,3,1270901
Casablanca,6,2661,4,1183779
Casablanca,3,1538,2,799009
Casablanca,4,2300,2,937137
Casablanca,3,1968,2,1064968
Casablanca,5,3458,3,1760624
Casablanca,6,2656,3,1418964
Casablanca,3,2312,3,1156583
Casablanca,3,2000,2,1070464
Casablanca,2,1185,2,763885
Casablanca,6,2863,4,1423363
Casablanca,3,1396,1,777378
Casablanca,5,3054,3,1637181
Casablanca,1,1167,2,710771
Casablanca,6,2659,4,1250574
Casablanca,2,823,1,640966
Casablanca,5,3334,4,1630183
Casablanca,2,915,1,615126
Casablanca,3,1367,2,915484
Casablanca,6,3221,4,1634953
Casablanca,6,2832,3,1382272
Casablanca,3,2317,2,930301
Casablanca,1,863,1,689033
Casablanca,6,3398,4,1537040
Casablanca,4,1875,2,1021305
Casablanca,3,2366,3,1103589
Casablanca,2,1115,2,864796
Casablanca,4,2236,2,1026949
Casablanca,1,776,1,422074
Casablanca,2,1149,1,806661
Casablanca,1,1210,1,825499
Casablanca,6,3407,3,1805914
Casablanca,4,1961,3,1055585
Casablanca,5,2444,4,1209638
Casablanca,4,2242,2,1087056
Casablanca,5,2539,3,1402006
Casablanca,3,2094,2,1108373
Casablanca,6,3286,3,1525692
Casablanca,2,854,1,452408
Casablanca,2,1219,2,776072
Casablanca,1,1072,1,448596
Casablanca,2,1265,1,699850
Casablanca,4,1555,3,934493
Casablanca,4,1650,2,851243
Casablanca,6,3378,3,1459314
Casablanca,6,3370,4,1757859
Casablanca,2,1024,2,613708
Casablanca,2,1290,2,864745
Casablanca,3,1602,3,818010
Casablanca,5,3126,4,1583787
Casablanca,4,2391,2,996144
Casablanca,4,1768,3,768948
Casablanca,4,1837,2,1039672
Casablanca,6,2688,4,1441385
Casablanca,4,2371,2,1180479
Casablanca,5,2590,4,1208610
Casablanca,4,1739,2,930179
Casablanca,4,1431,2,788876
Casablanca,3,1747,3,896723
Casablanca,6,2953,3,1264838
Casablanca,3,1917,2,960616
Casablanca,2,987,1,698402
Casablanca,4,1392,2,744899
Casablanca,3,1772,3,747303
Casablanca,4,1541,3,850078
Casablanca,6,2655,3,1371910
Casablanca,1,884,1,502693
Casablanca,1,1184,1,710805
Casablanca,3,2247,2,1046975
Casablanca,5,2536,3,1123730
Casablanca,5,3124,4,1614766
Casablanca,1,1140,1,900363
Casablanca,6,2991,3,1158188
Casablanca,3,2072,3,1152206
Casablanca,4,1317,2,800929
Casablanca,4,1359,2,924159
Casablanca,5,3018,3,1765245
Casablanca,1,864,1,491636
Casablanca,4,1637,2,825341
Casablanca,1,924,2,513828
Casablanca,1,965,1,510003
Casablanca,6,2943,3,1285101
Casablanca,5,3266,3,1502094
Casablanca,5,3121,3,1851298
Casablanca,3,1963,2,958162
Casablanca,6,3441,4,1892730
Casablanca,4,2088,3,1191298
Casablanca,2,821,2,674220
Casablanca,3,1695,2,755000
Casablanca,4,1734,2,746033
Casablanca,3,2032,3,1168432
Casablanca,4,1904,2,1131649
Casablanca,3,2363,3,942560
Casablanca,5,3117,4,1866397
Casablanca,4,2044,3,1190123
Casablanca,4,2072,2,1179891
Casablanca,5,2987,3,1395602
Casablanca,3,1460,1,756021
Casablanca,1,1018,1,505501
Casablanca,6,2798,4,1353333
Casablanca,2,1254,2,691798
Casablanca,6,2997,4,1160174
Tetouan,5,3459,3,1810205
Tetouan,3,2288,3,1159330
Tetouan,6,2420,4,1188487
Tetouan,6,2554,3,1163590
Tetouan,3,1997,2,951683
Tetouan,5,3247,4,1768329
Tetouan,1,808,1,433798
Tetouan,5,2401,,1226635
Tetouan,6,3053,4,1442697
Tetouan,1,1290,2,782473
Tetouan,5,3150,4,1746881
Tetouan,4,2365,2,1094919
Tetouan,4,1990,3,1005843
Tetouan,3,2335,2,1082122
Tetouan,1,1258,2,737910
Tetouan,2,1060,2,677996
Tetouan,4,1425,1,931667
Tetouan,4,1343,1,863427
Tetouan,6,3424,3,1880986
Tetouan,4,1601,2,767920
Tetouan,4,1769,3,946753
Tetouan,6,3317,4,1445443
Tetouan,2,909,2,679334
Tetouan,1,970,1,521978
Tetouan,3,1373,1,839941
Tetouan,4,2045,2,1160205
Tetouan,5,3462,4,1452786
Tetouan,4,2099,3,949201
Tetouan,3,1441,2,904138
Tetouan,5,3317,4,1810110
Tetouan,6,3140,4,1677363
Tetouan,6,3299,3,1554358
Tetouan,5,2706,4,1106941
Tetouan,4,2037,2,1053207
Tetouan,4,1943,3,1022039
Tetouan,5,2972,3,1136167
Tetouan,6,2863,4,1248928
Tetouan,3,1765,3,700763
